case_,date_of_occurrence,block,_primary_decsription,fbi_cd,_secondary_description,ward,_location_description,domestic,beat,_iucr,arrest,:@computed_region_43wa_7qmu,location,y_coordinate,latitude,:@computed_region_awaf_s7ux,x_coordinate,longitude,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k
JG138251,2023-02-02T09:00:00.000,030XX W 71ST ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,18,STREET,N,831,0910,N,31.0,"{'latitude': '41.764443935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.698650734'}",1857393.0,41.764443935,6.0,1157400.0,-87.698650734,383.0,21867.0,64.0
JG145145,2022-10-08T11:45:00.000,013XX E 53RD ST,DECEPTIVE PRACTICE,11,FINANCIAL IDENTITY THEFT OVER $ 300,4,,N,234,1153,N,,,,,,,,,,
JG138088,2023-02-02T09:00:00.000,039XX W JACKSON BLVD,ASSAULT,08A,SIMPLE,28,APARTMENT,N,1122,0560,N,23.0,"{'latitude': '41.877106023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.724239449'}",1898396.0,41.877106023,11.0,1150128.0,-87.724239449,736.0,21572.0,27.0
JF357178,2022-08-08T02:33:00.000,036XX W DOUGLAS BLVD,OFFENSE INVOLVING CHILDREN,02,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,24,RESIDENCE,Y,1011,1753,N,14.0,"{'latitude': '41.862853002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.71562282'}",1893219.0,41.862853002,36.0,1152512.0,-87.71562282,33.0,21569.0,30.0
JG137697,2023-02-02T00:05:00.000,013XX S KEELER AVE,NARCOTICS,18,POSSESS - PCP,24,STREET,N,1011,2026,Y,14.0,"{'latitude': '41.863277807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.729972858'}",1893346.0,41.863277807,36.0,1148602.0,-87.729972858,761.0,21569.0,30.0
JG178314,2023-03-08T11:35:00.000,004XX S MORGAN ST,OTHER OFFENSE,26,VIOLATE ORDER OF PROTECTION,25,RESIDENCE,Y,1232,4387,N,26.0,"{'latitude': '41.876265763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.651863802'}",1898238.0,41.876265763,48.0,1169841.0,-87.651863802,97.0,14917.0,29.0
JG138235,2023-02-02T13:20:00.000,031XX N CLARK ST,THEFT,06,RETAIL THEFT,44,SMALL RETAIL STORE,N,1933,0860,N,25.0,"{'latitude': '41.93859561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.649576033'}",1920956.0,41.93859561,38.0,1170283.0,-87.649576033,681.0,4449.0,57.0
JG139943,2023-02-02T22:00:00.000,012XX W FULTON MARKET,THEFT,06,OVER $500,27,STREET,N,1215,0810,N,46.0,"{'latitude': '41.886664926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.65764393'}",1902015.0,41.886664926,41.0,1168237.0,-87.65764393,63.0,14917.0,29.0
JG138398,2023-02-02T13:38:00.000,052XX N SHERIDAN RD,SEX OFFENSE,17,CRIMINAL SEXUAL ABUSE,48,APARTMENT,N,2023,1563,N,16.0,"{'latitude': '41.976851852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.654999693'}",1934885.0,41.976851852,40.0,1168697.0,-87.654999693,93.0,22616.0,76.0
JG137749,2023-02-02T02:53:00.000,057XX S CICERO AVE,DECEPTIVE PRACTICE,11,THEFT OF LABOR / SERVICES,13,AIRPORT PARKING LOT,N,813,1210,N,6.0,"{'latitude': '41.788987036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.74147999'}",1866253.0,41.788987036,35.0,1145654.0,-87.74147999,86.0,22268.0,53.0
JG139285,2023-02-02T14:00:00.000,003XX W 60TH ST,OTHER OFFENSE,08A,TELEPHONE THREAT,20,RESIDENCE,Y,711,2820,N,4.0,"{'latitude': '41.785388601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.634383635'}",1865161.0,41.785388601,53.0,1174871.0,-87.634383635,166.0,21559.0,66.0
JG138352,2023-02-02T15:00:00.000,021XX N MAPLEWOOD AVE,THEFT,06,OVER $500,1,RESIDENCE,N,1431,0810,N,,,,,,,,,,
JG140279,2023-02-02T09:42:00.000,076XX S WABASH AVE,CRIMINAL DAMAGE,14,TO PROPERTY,6,ALLEY,N,623,1310,N,32.0,"{'latitude': '41.755560226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.623093051'}",1854317.0,41.755560226,31.0,1178040.0,-87.623093051,475.0,21546.0,67.0
JG178536,2023-03-08T13:00:00.000,006XX W 61ST ST,ASSAULT,08A,SIMPLE,16,APARTMENT,N,711,0560,N,2.0,"{'latitude': '41.783449861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.640971514'}",1864440.0,41.783449861,19.0,1173080.0,-87.640971514,22.0,21559.0,66.0
JG138907,2023-02-02T22:16:00.000,015XX W 87TH ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,21,APARTMENT,Y,2221,0486,N,13.0,"{'latitude': '41.735818981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.661172893'}",1847040.0,41.735818981,18.0,1167706.0,-87.661172893,531.0,21554.0,70.0
JG138650,2023-02-02T13:00:00.000,024XX N CENTRAL AVE,THEFT,06,OVER $500,30,PARKING LOT / GARAGE (NON RESIDENTIAL),N,2515,0810,N,21.0,"{'latitude': '41.924902436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.766025313'}",1915735.0,41.924902436,27.0,1138633.0,-87.766025313,58.0,22615.0,19.0
JG138662,2023-02-02T18:00:00.000,001XX S STATE ST,THEFT,06,RETAIL THEFT,42,DEPARTMENT STORE,N,112,0860,N,36.0,"{'latitude': '41.879893301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627721751'}",1899613.0,41.879893301,22.0,1176405.0,-87.627721751,92.0,14311.0,38.0
JG142655,2023-01-28T15:06:00.000,010XX W 14TH PL,OFFENSE INVOLVING CHILDREN,02,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,11,RESIDENCE,N,1232,1753,N,48.0,"{'latitude': '41.862539151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.651884762'}",1893236.0,41.862539151,8.0,1169875.0,-87.651884762,760.0,14920.0,29.0
JG142563,2023-02-02T09:00:00.000,006XX E 131ST ST,OTHER OFFENSE,08A,TELEPHONE THREAT,9,RESIDENCE,Y,533,2820,N,43.0,"{'latitude': '41.657321134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.605898416'}",1818559.0,41.657321134,30.0,1183034.0,-87.605898416,10.0,4460.0,51.0
JG138250,2023-02-02T13:50:00.000,087XX S ABERDEEN ST,ASSAULT,08A,SIMPLE,21,SCHOOL - PRIVATE GROUNDS,N,2222,0560,N,13.0,"{'latitude': '41.735066839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.650896405'}",1846788.0,41.735066839,18.0,1170513.0,-87.650896405,533.0,21554.0,70.0
JG137726,2023-02-02T01:26:00.000,005XX W 94TH ST,ROBBERY,03,ARMED - HANDGUN,21,SIDEWALK,N,2223,031A,N,13.0,"{'latitude': '41.723375456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.63662029'}",1842559.0,41.723375456,18.0,1174444.0,-87.63662029,631.0,21554.0,72.0
JG138628,2023-02-02T17:58:00.000,032XX W WARREN BLVD,CRIMINAL DAMAGE,14,TO PROPERTY,28,RESIDENCE,N,1123,1310,N,23.0,"{'latitude': '41.881865051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.706986346'}",1900164.0,41.881865051,11.0,1154814.0,-87.706986346,39.0,21572.0,28.0
JG139001,2023-02-02T20:30:00.000,005XX E 102ND ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,9,APARTMENT,Y,511,0486,N,43.0,"{'latitude': '41.709181924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.610858833'}",1837445.0,41.709181924,30.0,1181520.0,-87.610858833,570.0,21861.0,45.0
JG138617,2023-02-02T16:00:00.000,009XX W ARMITAGE AVE,BATTERY,04B,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,43,SIDEWALK,N,1812,0420,N,34.0,"{'latitude': '41.918114451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.652634924'}",1913486.0,41.918114451,51.0,1169510.0,-87.652634924,168.0,21190.0,68.0
JG126594,2022-10-07T10:00:00.000,030XX N MONTICELLO AVE,OTHER OFFENSE,08A,TELEPHONE THREAT,30,RESIDENCE,N,2523,2820,N,,,,,,,,,,
JG142714,2023-02-02T06:00:00.000,017XX W JUNEWAY TER,DECEPTIVE PRACTICE,11,FINANCIAL IDENTITY THEFT OVER $ 300,49,APARTMENT,N,2422,1153,N,5.0,"{'latitude': '42.022536591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.673747428'}",1951493.0,42.022536591,3.0,1163471.0,-87.673747428,340.0,21853.0,10.0
JG137741,2023-02-02T02:24:00.000,004XX S HOMAN AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,28,APARTMENT,Y,1134,0486,N,23.0,"{'latitude': '41.875132297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.710819365'}",1897703.0,41.875132297,11.0,1153788.0,-87.710819365,783.0,21572.0,28.0
JG144109,2023-02-02T15:00:00.000,0000X W MADISON ST,THEFT,06,FROM BUILDING,42,SCHOOL - PUBLIC BUILDING,N,112,0890,N,36.0,"{'latitude': '41.881994258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.629773427'}",1900374.0,41.881994258,22.0,1175840.0,-87.629773427,92.0,14311.0,38.0
JG139225,2023-02-02T01:46:00.000,114XX S FORRESTVILLE AVE,CRIMINAL DAMAGE,14,TO VEHICLE,9,STREET,N,531,1320,N,43.0,"{'latitude': '41.686999229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.609503516'}",1829365.0,41.686999229,30.0,1181958.0,-87.609503516,601.0,21861.0,47.0
JG140398,2023-02-02T18:30:00.000,022XX N KEDVALE AVE,THEFT,06,$500 AND UNDER,35,STREET,N,2525,0820,N,12.0,"{'latitude': '41.921553831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.730357472'}",1914581.0,41.921553831,7.0,1148348.0,-87.730357472,76.0,22615.0,21.0
JF368181,2022-08-24T06:08:00.000,068XX S WOOD ST,WEAPONS VIOLATION,15,UNLAWFUL POSSESSION - HANDGUN,17,RESIDENCE,N,726,143A,Y,31.0,"{'latitude': '41.769711651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.668806946'}",1859374.0,41.769711651,17.0,1165527.0,-87.668806946,283.0,22257.0,65.0
JG177964,2023-03-08T05:45:00.000,005XX N STATE ST,CRIMINAL TRESPASS,26,TO LAND,42,STREET,N,1834,1330,Y,36.0,"{'latitude': '41.891303157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.628055281'}",1903770.0,41.891303157,22.0,1176280.0,-87.628055281,626.0,21182.0,37.0
JG138275,2023-02-02T14:13:00.000,079XX S EXCHANGE AVE,OTHER OFFENSE,26,LICENSE VIOLATION,7,SMALL RETAIL STORE,N,422,5011,Y,37.0,"{'latitude': '41.751345114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.552890215'}",1852947.0,41.751345114,43.0,1197209.0,-87.552890215,505.0,21202.0,42.0
JG139756,2023-02-02T15:00:00.000,015XX S SAWYER AVE,ASSAULT,08A,SIMPLE,24,APARTMENT,N,1022,0560,N,14.0,"{'latitude': '41.860052214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.70670735'}",1892216.0,41.860052214,36.0,1154948.0,-87.70670735,34.0,21569.0,30.0
JG143993,2023-02-01T09:00:00.000,005XX W MONROE ST,DECEPTIVE PRACTICE,11,ATTEMPT - FINANCIAL IDENTITY THEFT,42,BANK,N,121,1156,N,36.0,"{'latitude': '41.88058568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.640023065'}",1899838.0,41.88058568,48.0,1173053.0,-87.640023065,786.0,14914.0,29.0
JG141412,2023-02-02T20:40:00.000,024XX N BURLING ST,CRIMINAL DAMAGE,14,TO VEHICLE,43,STREET,N,1935,1320,N,,,,,,,,,,
JF527105,2022-12-29T22:00:00.000,077XX S DR MARTIN LUTHER KING JR DR,ROBBERY,03,STRONG ARM - NO WEAPON,6,STREET,N,623,0320,N,32.0,"{'latitude': '41.754308091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.615029402'}",1853879.0,41.754308091,31.0,1180244.0,-87.615029402,496.0,21546.0,67.0
JF521094,2022-11-01T00:00:00.000,025XX N MASON AVE,OFFENSE INVOLVING CHILDREN,17,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,30,RESIDENCE,Y,2515,1752,N,21.0,"{'latitude': '41.926374154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.774585468'}",1916256.0,41.926374154,52.0,1136300.0,-87.774585468,58.0,22615.0,19.0
JG118811,2023-01-16T21:25:00.000,053XX S ARCHER AVE,ROBBERY,03,ARMED - KNIFE / CUTTING INSTRUMENT,14,BARBERSHOP,N,815,0312,N,8.0,"{'latitude': '41.798941621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.741150018'}",1869881.0,41.798941621,35.0,1145719.0,-87.741150018,173.0,22248.0,53.0
JG138175,2023-02-02T07:00:00.000,052XX N SHERIDAN RD,OTHER OFFENSE,26,OTHER CRIME AGAINST PERSON,48,STREET,N,2023,5000,N,16.0,"{'latitude': '41.976851852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.654999693'}",1934885.0,41.976851852,40.0,1168697.0,-87.654999693,93.0,22616.0,76.0
JG137735,2023-02-02T02:01:00.000,023XX S DRAKE AVE,ARSON,09,BY FIRE,22,STREET,N,1024,1020,N,28.0,"{'latitude': '41.849000602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.713700728'}",1888175.0,41.849000602,14.0,1153072.0,-87.713700728,755.0,21569.0,32.0
JG143862,2023-01-20T12:00:00.000,037XX W 62ND PL,THEFT,06,OVER $500,23,STREET,N,823,0810,N,6.0,"{'latitude': '41.779665471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.716590471'}",1862904.0,41.779665471,23.0,1152466.0,-87.716590471,339.0,21867.0,63.0
JF350130,2022-07-30T10:19:00.000,024XX N SACRAMENTO AVE,THEFT,06,RETAIL THEFT,32,SMALL RETAIL STORE,N,1414,0860,Y,41.0,"{'latitude': '41.925843451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.702341464'}",1916199.0,41.925843451,15.0,1155961.0,-87.702341464,548.0,22535.0,23.0
JG137981,2023-02-02T09:50:00.000,017XX W 47TH ST,OTHER OFFENSE,26,FALSE / STOLEN / ALTERED TRP,15,STREET,N,924,502P,N,3.0,"{'latitude': '41.808565914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.668915399'}",1873532.0,41.808565914,53.0,1165388.0,-87.668915399,738.0,14924.0,59.0
JF507905,2022-12-12T14:40:00.000,065XX S ASHLAND AVE,BATTERY,08B,SIMPLE,16,SCHOOL - PUBLIC BUILDING,N,725,0460,Y,2.0,"{'latitude': '41.775247024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.664101191'}",1861401.0,41.775247024,17.0,1166795.0,-87.664101191,279.0,22257.0,65.0
JG140363,2023-02-02T19:00:00.000,001XX W ELM ST,THEFT,06,$500 AND UNDER,27,STREET,N,1824,0820,N,11.0,"{'latitude': '41.903125898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.632182661'}",1908069.0,41.903125898,22.0,1175121.0,-87.632182661,310.0,14926.0,37.0
JG141768,2023-02-02T06:30:00.000,011XX W COLUMBIA AVE,BATTERY,08B,SIMPLE,49,SIDEWALK,N,2432,0460,N,5.0,"{'latitude': '42.004634644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.659759924'}",1944999.0,42.004634644,3.0,1167323.0,-87.659759924,267.0,21853.0,10.0
JG138113,2023-02-02T11:47:00.000,062XX S PRAIRIE AVE,CRIMINAL DAMAGE,14,TO VEHICLE,20,DRIVEWAY - RESIDENTIAL,N,311,1320,N,4.0,"{'latitude': '41.781426555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.618884578'}",1863752.0,41.781426555,53.0,1179110.0,-87.618884578,404.0,22260.0,7.0
JG139020,2023-02-02T17:00:00.000,048XX S MICHIGAN AVE,THEFT,06,$500 AND UNDER,3,STREET,N,224,0820,N,9.0,"{'latitude': '41.806824289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.622769196'}",1872998.0,41.806824289,12.0,1177974.0,-87.622769196,448.0,21192.0,4.0
JG138765,2023-02-02T20:15:00.000,054XX W GLADYS AVE,MOTOR VEHICLE THEFT,07,ATTEMPT - AUTOMOBILE,29,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,1522,0920,N,7.0,"{'latitude': '41.875684581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.760519745'}",1897810.0,41.875684581,52.0,1140251.0,-87.760519745,68.0,22216.0,26.0
JG138820,2023-02-02T22:03:00.000,075XX N EASTLAKE TER,BATTERY,08B,DOMESTIC BATTERY SIMPLE,49,APARTMENT,Y,2422,0486,N,5.0,"{'latitude': '42.018536029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.664342095'}",1950055.0,42.018536029,3.0,1166038.0,-87.664342095,357.0,21853.0,10.0
JG145386,2022-12-29T09:00:00.000,002XX N WABASH AVE,THEFT,06,FROM BUILDING,42,HOTEL / MOTEL,N,111,0890,N,,,,,,,,,,
JG138969,2023-02-02T16:00:00.000,077XX S MARSHFIELD AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,17,STREET,N,611,0910,N,31.0,"{'latitude': '41.753079427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.664719985'}",1853322.0,41.753079427,17.0,1166689.0,-87.664719985,573.0,21554.0,70.0
JG178999,2023-03-08T00:00:00.000,076XX S EAST END AVE,OFFENSE INVOLVING CHILDREN,08B,CHILD ABUSE,8,APARTMENT,Y,414,1750,N,35.0,"{'latitude': '41.756128699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.58342406'}",1854616.0,41.756128699,9.0,1188862.0,-87.58342406,188.0,22538.0,39.0
JG139011,2023-02-02T11:30:00.000,125XX S CARONDOLET AVE,OTHER OFFENSE,26,HARASSMENT BY ELECTRONIC MEANS,10,COMMERCIAL / BUSINESS OFFICE,N,433,2826,N,47.0,"{'latitude': '41.667505513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.54956291'}",1822405.0,41.667505513,47.0,1198395.0,-87.54956291,174.0,22250.0,48.0
JG138836,2023-02-02T21:27:00.000,020XX N CLARK ST,WEAPONS VIOLATION,15,RECKLESS FIREARM DISCHARGE,43,STREET,N,1814,1477,N,34.0,"{'latitude': '41.919578459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.6368417'}",1914054.0,41.919578459,51.0,1173804.0,-87.6368417,207.0,21190.0,68.0
JG144122,2023-01-11T12:00:00.000,078XX S ELLIS AVE,OTHER OFFENSE,08A,TELEPHONE THREAT,8,APARTMENT,N,624,2820,N,35.0,"{'latitude': '41.752352081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.600362715'}",1853200.0,41.752352081,9.0,1184252.0,-87.600362715,497.0,21546.0,67.0
JG144213,2023-01-23T12:15:00.000,014XX E 55TH ST,THEFT,06,OVER $500,5,COMMERCIAL / BUSINESS OFFICE,N,235,0810,N,33.0,"{'latitude': '41.795526092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.589815387'}",1868957.0,41.795526092,32.0,1186994.0,-87.589815387,500.0,21192.0,8.0
JG138799,2023-02-02T21:20:00.000,002XX N HALSTED ST,THEFT,06,OVER $500,27,STREET,N,1214,0810,N,46.0,"{'latitude': '41.886371488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.647492702'}",1901930.0,41.886371488,41.0,1171002.0,-87.647492702,784.0,4452.0,29.0
JG139584,2023-02-02T10:00:00.000,085XX S PHILLIPS AVE,THEFT,06,OVER $500,7,STREET,N,423,0810,N,37.0,"{'latitude': '41.740036812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.56484018'}",1848797.0,41.740036812,43.0,1193985.0,-87.56484018,478.0,21202.0,42.0
JG137912,2023-02-02T00:01:00.000,023XX W MEDILL AVE,THEFT,06,OVER $500,32,SMALL RETAIL STORE,N,1432,0810,N,40.0,"{'latitude': '41.924149446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.686413989'}",1915614.0,41.924149446,16.0,1160300.0,-87.686413989,324.0,22535.0,23.0
