case_,date_of_occurrence,block,_primary_decsription,fbi_cd,_secondary_description,ward,_location_description,domestic,beat,_iucr,arrest,:@computed_region_43wa_7qmu,location,y_coordinate,latitude,:@computed_region_awaf_s7ux,x_coordinate,longitude,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k
JG118053,2023-01-16T10:35:00.000,039XX N SHERIDAN RD,ASSAULT,08A,SIMPLE,46,SMALL RETAIL STORE,N,1923,0560,N,39.0,"{'latitude': '41.953962409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.654529255'}",1926545.0,41.953962409,37.0,1168891.0,-87.654529255,83.0,21186.0,57.0
JF388933,2022-09-03T14:34:00.000,006XX N MICHIGAN AVE,THEFT,06,RETAIL THEFT,42,DEPARTMENT STORE,N,1834,0860,Y,36.0,"{'latitude': '41.894465726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.624241063'}",1904931.0,41.894465726,22.0,1177309.0,-87.624241063,158.0,21182.0,37.0
JG216595,2023-04-09T10:00:00.000,075XX N PAULINA ST,THEFT,06,POCKET-PICKING,49,CTA TRAIN,N,2422,0870,N,5.0,"{'latitude': '42.018498254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.672983233'}",1950023.0,42.018498254,3.0,1163690.0,-87.672983233,489.0,21853.0,10.0
JG216408,2023-04-09T10:50:00.000,011XX W LELAND AVE,CRIMINAL DAMAGE,14,TO VEHICLE,46,STREET,N,1913,1320,N,39.0,"{'latitude': '41.967207597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.65899973'}",1931362.0,41.967207597,37.0,1167637.0,-87.65899973,241.0,22616.0,31.0
JG119694,2023-01-16T20:00:00.000,011XX E 81ST ST,CRIMINAL DAMAGE,14,TO VEHICLE,8,STREET,N,411,1320,N,35.0,"{'latitude': '41.74771987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.596956093'}",1851520.0,41.74771987,9.0,1185196.0,-87.596956093,133.0,21546.0,41.0
JG118785,2023-01-16T18:00:00.000,091XX S SOUTH CHICAGO AVE,OTHER OFFENSE,26,HARASSMENT BY ELECTRONIC MEANS,7,APARTMENT,N,423,2826,N,37.0,"{'latitude': '41.729171506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.55456177'}",1844863.0,41.729171506,43.0,1196826.0,-87.55456177,493.0,21202.0,44.0
JG117841,2023-01-16T06:20:00.000,064XX N SHERIDAN RD,THEFT,06,RETAIL THEFT,49,SMALL RETAIL STORE,N,2432,0860,N,5.0,"{'latitude': '41.998368301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.65999524'}",1942715.0,41.998368301,3.0,1167277.0,-87.65999524,267.0,21853.0,10.0
JG118607,2023-01-16T16:00:00.000,012XX E HYDE PARK BLVD,MOTOR VEHICLE THEFT,07,AUTOMOBILE,4,STREET,N,222,0910,N,10.0,"{'latitude': '41.802370438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.596220656'}",1871436.0,41.802370438,1.0,1185226.0,-87.596220656,412.0,21192.0,8.0
JG216158,2023-04-09T03:30:00.000,008XX N ST LOUIS AVE,BATTERY,04B,AGGRAVATED - HANDGUN,27,STREET,N,1121,041A,N,46.0,"{'latitude': '41.896068297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.713892414'}",1905326.0,41.896068297,41.0,1152896.0,-87.713892414,150.0,4299.0,24.0
JG216495,2023-04-09T00:30:00.000,004XX E 45TH ST,CRIMINAL DAMAGE,14,TO VEHICLE,3,STREET,N,221,1320,N,9.0,"{'latitude': '41.813026026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.615653942'}",1875274.0,41.813026026,12.0,1179895.0,-87.615653942,161.0,4301.0,4.0
JG117721,2023-01-16T01:28:00.000,050XX N PAULINA ST,ASSAULT,08A,SIMPLE,47,HOSPITAL BUILDING / GROUNDS,N,2032,0560,N,18.0,"{'latitude': '41.972843435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.671127232'}",1933390.0,41.972843435,13.0,1164323.0,-87.671127232,610.0,22616.0,31.0
JG123626,2023-01-16T18:00:00.000,013XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,3,RESIDENCE - GARAGE,N,131,0910,N,9.0,"{'latitude': '41.865145359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.624098901'}",1894247.0,41.865145359,48.0,1177436.0,-87.624098901,374.0,14913.0,34.0
JG178544,2023-03-08T14:00:00.000,046XX S DREXEL BLVD,BATTERY,08B,DOMESTIC BATTERY SIMPLE,4,APARTMENT,Y,222,0486,N,10.0,"{'latitude': '41.810594767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.603917444'}",1874415.0,41.810594767,1.0,1183102.0,-87.603917444,398.0,4301.0,5.0
JF510214,2022-11-28T19:00:00.000,014XX S MICHIGAN AVE,THEFT,06,$500 AND UNDER,3,RESTAURANT,N,131,0820,N,,,,,,,,,,
JG216933,2023-04-09T20:00:00.000,051XX S PULASKI RD,ASSAULT,08A,SIMPLE,23,RESTAURANT,N,822,0560,N,6.0,"{'latitude': '41.799342386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.72333704'}",1870061.0,41.799342386,35.0,1150575.0,-87.72333704,792.0,22248.0,60.0
JG178779,2023-03-08T14:20:00.000,051XX W FULTON ST,CRIMINAL DAMAGE,14,TO PROPERTY,28,RESIDENCE,N,1532,1310,N,23.0,"{'latitude': '41.885651793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.754518131'}",1901453.0,41.885651793,11.0,1141861.0,-87.754518131,696.0,22216.0,26.0
JG122165,2022-12-12T12:00:00.000,032XX S LAWNDALE AVE,DECEPTIVE PRACTICE,11,FINANCIAL IDENTITY THEFT $300 AND UNDER,22,RESIDENCE,N,1032,1154,N,,,,,,,,,,
JG179650,2023-03-08T21:37:00.000,040XX N MOODY AVE,OFFENSE INVOLVING CHILDREN,20,CONTRIBUTE TO THE CRIMINAL DELINQUENCY OF CHILD,38,RESIDENCE,N,1624,1725,N,19.0,"{'latitude': '41.953795478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.780470788'}",1926238.0,41.953795478,25.0,1134634.0,-87.780470788,131.0,22254.0,15.0
JG118759,2023-01-16T20:13:00.000,033XX N KILDARE AVE,ASSAULT,04A,AGGRAVATED - HANDGUN,30,STREET,N,1731,051A,N,21.0,"{'latitude': '41.942141577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.734662538'}",1922075.0,41.942141577,27.0,1147124.0,-87.734662538,329.0,22618.0,16.0
JG118872,2023-01-16T22:30:00.000,007XX E 133RD PL,OTHER OFFENSE,26,OTHER WEAPONS VIOLATION,9,STREET,N,533,5007,Y,43.0,"{'latitude': '41.653059579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.602503098'}",1817014.0,41.653059579,30.0,1183975.0,-87.602503098,10.0,4460.0,51.0
JG179845,2023-03-08T16:00:00.000,045XX N SHERIDAN RD,CRIMINAL SEXUAL ASSAULT,02,AGGRAVATED - OTHER,46,APARTMENT,N,1914,0265,N,39.0,"{'latitude': '41.964139377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.654774221'}",1930253.0,41.964139377,37.0,1168795.0,-87.654774221,241.0,22616.0,31.0
JG216474,2023-04-09T04:30:00.000,020XX S CALIFORNIA AVE,ROBBERY,03,ARMED - KNIFE / CUTTING INSTRUMENT,12,STREET,N,1023,0312,N,1.0,"{'latitude': '41.854573555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.695536037'}",1890242.0,41.854573555,11.0,1158006.0,-87.695536037,203.0,14920.0,32.0
JG223203,2023-04-04T19:45:00.000,021XX S ARCHER AVE,THEFT,06,FROM BUILDING,25,RESTAURANT,N,914,0890,N,26.0,"{'latitude': '41.853390412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.633728187'}",1889942.0,41.853390412,8.0,1174848.0,-87.633728187,3.0,21194.0,35.0
JG118887,2023-01-16T09:50:00.000,076XX S EAST END AVE,BATTERY,04B,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,8,STREET,N,414,0420,N,35.0,"{'latitude': '41.756147908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.583423837'}",1854623.0,41.756147908,9.0,1188862.0,-87.583423837,188.0,22538.0,39.0
JG119374,2023-01-16T18:01:00.000,031XX W 63RD ST,DECEPTIVE PRACTICE,11,ILLEGAL USE CASH CARD,16,SMALL RETAIL STORE,N,823,1152,N,31.0,"{'latitude': '41.779004438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.701003946'}",1862694.0,41.779004438,44.0,1156719.0,-87.701003946,319.0,21867.0,64.0
JG118645,2023-01-16T17:29:00.000,021XX N CLYBOURN AVE,DECEPTIVE PRACTICE,11,COMPUTER FRAUD,2,CONVENIENCE STORE,N,1811,1242,N,11.0,"{'latitude': '41.921135215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.663729029'}",1914563.0,41.921135215,16.0,1166482.0,-87.663729029,210.0,21190.0,68.0
JG118402,2023-01-16T07:15:00.000,024XX N SHEFFIELD AVE,CRIMINAL DAMAGE,14,TO VEHICLE,43,APARTMENT,N,1932,1320,N,34.0,"{'latitude': '41.925617492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.653617159'}",1916218.0,41.925617492,51.0,1169221.0,-87.653617159,769.0,21190.0,68.0
JG118862,2023-01-16T22:34:00.000,001XX W GRAND AVE,CONCEALED CARRY LICENSE VIOLATION,15,OTHER,42,STREET,N,1831,1480,Y,36.0,"{'latitude': '41.891618885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.631662118'}",1903877.0,41.891618885,22.0,1175297.0,-87.631662118,670.0,4446.0,37.0
JG118209,2023-01-16T12:30:00.000,088XX S EUCLID AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,8,RESIDENCE,Y,412,0486,N,35.0,"{'latitude': '41.734537478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.576871637'}",1846764.0,41.734537478,9.0,1190719.0,-87.576871637,473.0,21202.0,44.0
JG120085,2023-01-16T03:00:00.000,056XX W IRVING PARK RD,THEFT,06,OVER $500,38,SIDEWALK,N,1624,0810,N,19.0,"{'latitude': '41.953177006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.767307661'}",1926036.0,41.953177006,25.0,1138216.0,-87.767307661,311.0,22254.0,15.0
JG123950,2023-01-16T10:28:00.000,073XX S PERRY AVE,THEFT,06,$500 AND UNDER,6,RESIDENCE,N,731,0820,N,32.0,"{'latitude': '41.761032802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.628065149'}",1856300.0,41.761032802,31.0,1176667.0,-87.628065149,494.0,21559.0,67.0
JG117706,2023-01-16T00:17:00.000,047XX N ROCKWELL ST,BURGLARY,05,UNLAWFUL ENTRY,40,BAR OR TAVERN,N,1911,0620,N,24.0,"{'latitude': '41.967648053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.693769564'}",1931450.0,41.967648053,13.0,1158180.0,-87.693769564,666.0,21849.0,6.0
JG118891,2023-01-16T23:56:00.000,070XX S HALSTED ST,WEAPONS VIOLATION,15,UNLAWFUL POSSESSION - HANDGUN,6,STREET,N,732,143A,Y,32.0,"{'latitude': '41.766025213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.644435915'}",1858083.0,41.766025213,31.0,1172186.0,-87.644435915,410.0,21559.0,66.0
JG118989,2023-01-16T07:30:00.000,052XX W GRAND AVE,THEFT,06,OVER $500,36,STREET,N,2515,0810,N,45.0,"{'latitude': '41.917202946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.757370901'}",1912945.0,41.917202946,4.0,1141007.0,-87.757370901,307.0,22615.0,19.0
JG118553,2023-01-16T17:06:00.000,032XX W ADAMS ST,ASSAULT,08A,SIMPLE,28,SCHOOL - PUBLIC BUILDING,N,1124,0560,N,23.0,"{'latitude': '41.878370307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.707248137'}",1898890.0,41.878370307,11.0,1154752.0,-87.707248137,765.0,21572.0,28.0
JG140473,2023-02-02T02:00:00.000,020XX W IOWA ST,THEFT,06,OVER $500,2,STREET,N,1212,0810,N,,,,,,,,,,
JF228358,2022-04-28T11:00:00.000,007XX N Wabash Ave,THEFT,06,RETAIL THEFT,42,SMALL RETAIL STORE,N,1834,0860,N,,,,,,,,,,
JG118556,2023-01-16T17:00:00.000,070XX N RIDGE BLVD,INTIMIDATION,08A,INTIMIDATION,49,APARTMENT,N,2424,3960,N,27.0,"{'latitude': '42.009538476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.682105471'}",1946739.0,42.009538476,42.0,1161236.0,-87.682105471,268.0,22528.0,20.0
JG180869,2023-03-08T14:00:00.000,002XX E 115TH ST,THEFT,06,$500 AND UNDER,9,RESIDENCE,N,532,0820,N,43.0,"{'latitude': '41.685392181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.616250432'}",1828764.0,41.685392181,30.0,1180120.0,-87.616250432,253.0,21861.0,45.0
JG122894,2023-01-16T14:00:00.000,039XX W COLUMBUS AVE,THEFT,06,POCKET-PICKING,18,BOWLING ALLEY,N,834,0870,N,30.0,"{'latitude': '41.737318723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.71927111'}",1847468.0,41.737318723,6.0,1151845.0,-87.71927111,198.0,4300.0,69.0
JG117871,2023-01-16T04:00:00.000,039XX W 30TH ST,CRIMINAL DAMAGE,14,TO VEHICLE,22,STREET,N,1031,1320,N,28.0,"{'latitude': '41.838737369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.723502508'}",1884416.0,41.838737369,14.0,1150428.0,-87.723502508,234.0,21569.0,32.0
JG118869,2023-01-16T22:15:00.000,032XX W 60TH ST,ROBBERY,03,ARMED - HANDGUN,23,SIDEWALK,N,822,031A,N,6.0,"{'latitude': '41.784404331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.704844849'}",1864654.0,41.784404331,19.0,1155657.0,-87.704844849,344.0,21867.0,64.0
JG118190,2023-01-16T12:17:00.000,0000X S WALLER AVE,CRIMINAL DAMAGE,14,TO PROPERTY,29,RESIDENCE,N,1513,1310,N,7.0,"{'latitude': '41.879739758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.768106763'}",1899274.0,41.879739758,52.0,1138175.0,-87.768106763,67.0,22216.0,26.0
JG118675,2023-01-16T17:00:00.000,052XX S KENWOOD AVE,CRIMINAL DAMAGE,14,TO VEHICLE,4,STREET,N,234,1320,N,10.0,"{'latitude': '41.800554348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.593329445'}",1870781.0,41.800554348,1.0,1186020.0,-87.593329445,499.0,21192.0,8.0
JG126355,2022-12-02T11:00:00.000,045XX N CLARENDON AVE,THEFT,06,FROM BUILDING,46,APARTMENT,N,1914,0890,N,,,,,,,,,,
JG122864,2023-01-16T19:30:00.000,009XX W KINZIE ST,THEFT,06,OVER $500,27,STREET,N,1214,0810,N,46.0,"{'latitude': '41.889004409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.65137953'}",1902881.0,41.889004409,41.0,1169936.0,-87.65137953,522.0,14917.0,25.0
JG118421,2023-01-16T14:40:00.000,080XX S ADA ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,21,RESIDENCE,Y,612,0486,N,13.0,"{'latitude': '41.74800302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.657311635'}",1851488.0,41.74800302,18.0,1168725.0,-87.657311635,575.0,21554.0,70.0
JG118900,2023-01-16T22:30:00.000,066XX S WABASH AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,20,RESIDENCE,Y,322,0486,Y,4.0,"{'latitude': '41.773633969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.623949502'}",1860901.0,41.773633969,53.0,1177752.0,-87.623949502,122.0,22260.0,67.0
JG117749,2023-01-16T02:00:00.000,037XX W NORTH AVE,OTHER OFFENSE,26,FALSE / STOLEN / ALTERED TRP,26,STREET,N,2535,502P,Y,49.0,"{'latitude': '41.909942193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.720874458'}",1910368.0,41.909942193,10.0,1150959.0,-87.720874458,454.0,22535.0,24.0
JG118990,2023-01-16T14:00:00.000,112XX S EDBROOKE AVE,THEFT,06,OVER $500,9,RESIDENCE,N,531,0810,N,43.0,"{'latitude': '41.689971124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.61956061'}",1830425.0,41.689971124,30.0,1179202.0,-87.61956061,253.0,21861.0,45.0
JG118816,2023-01-16T21:25:00.000,083XX S MANISTEE AVE,BATTERY,04B,AGGRAVATED - OTHER DANGEROUS WEAPON,7,STREET,N,423,0430,N,37.0,"{'latitude': '41.743989402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.557607328'}",1850255.0,41.743989402,43.0,1195946.0,-87.557607328,244.0,21202.0,42.0
JG119512,2023-01-16T20:00:00.000,028XX S UNION AVE,THEFT,06,OVER $500,11,APARTMENT,Y,914,0810,N,48.0,"{'latitude': '41.842859493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.643968332'}",1886082.0,41.842859493,26.0,1172089.0,-87.643968332,688.0,21194.0,58.0
JG102736,2022-11-16T15:00:00.000,0000X S WACKER DR,DECEPTIVE PRACTICE,11,FRAUD OR CONFIDENCE GAME,42,COMMERCIAL / BUSINESS OFFICE,N,122,1130,N,,,,,,,,,,
JG118962,2023-01-16T15:10:00.000,087XX S LUELLA AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,8,RESIDENCE,Y,412,0486,N,35.0,"{'latitude': '41.736462812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.569642178'}",1847483.0,41.736462812,9.0,1192686.0,-87.569642178,473.0,21202.0,44.0
JG178098,2023-03-08T08:36:00.000,098XX S HALSTED ST,ASSAULT,08A,SIMPLE,34,GAS STATION,N,2223,0560,N,22.0,"{'latitude': '41.71557103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.643055717'}",1839701.0,41.71557103,18.0,1172710.0,-87.643055717,592.0,21861.0,72.0
JG118996,2023-01-16T19:00:00.000,038XX S PAULINA ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,12,STREET,N,912,0910,N,1.0,"{'latitude': '41.824440627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.667808388'}",1879319.0,41.824440627,26.0,1165645.0,-87.667808388,721.0,14924.0,56.0
JG119088,2023-01-16T23:00:00.000,016XX E 50TH PL,THEFT,06,OVER $500,5,STREET,N,222,0810,N,33.0,"{'latitude': '41.803417249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.585796054'}",1871842.0,41.803417249,1.0,1188065.0,-87.585796054,400.0,21192.0,5.0
JG118003,2023-01-16T10:00:00.000,082XX S CALUMET AVE,MOTOR VEHICLE THEFT,07,ATTEMPT - AUTOMOBILE,6,STREET,N,631,0920,N,32.0,"{'latitude': '41.744950194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.61637594'}",1850466.0,41.744950194,31.0,1179905.0,-87.61637594,406.0,21546.0,40.0
JG119481,2023-01-16T14:07:00.000,010XX W VERMONT ST,OTHER OFFENSE,26,HARASSMENT BY ELECTRONIC MEANS,34,RESIDENCE,N,523,2826,N,22.0,"{'latitude': '41.660784819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.646543193'}",1819730.0,41.660784819,45.0,1171917.0,-87.646543193,7.0,22212.0,50.0
JG125624,2022-12-31T21:00:00.000,028XX E 78TH ST,OTHER OFFENSE,26,HARASSMENT BY TELEPHONE,7,RESIDENCE,Y,421,2825,N,,,,,,,,,,
JG119427,2023-01-16T15:30:00.000,0000X S STATE ST,THEFT,06,RETAIL THEFT,42,DEPARTMENT STORE,N,112,0860,N,36.0,"{'latitude': '41.881556538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627758535'}",1900219.0,41.881556538,22.0,1176390.0,-87.627758535,92.0,14311.0,38.0
JG119507,2023-01-16T12:30:00.000,028XX N LECLAIRE AVE,OTHER OFFENSE,08A,TELEPHONE THREAT,31,RESIDENCE,Y,2521,2820,N,17.0,"{'latitude': '41.931826329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.753975907'}",1918280.0,41.931826329,7.0,1141895.0,-87.753975907,355.0,22615.0,19.0
JG122855,2023-01-16T12:30:00.000,078XX S CONSTANCE AVE,CRIMINAL DAMAGE,14,TO PROPERTY,8,RESIDENCE - GARAGE,N,414,1310,N,35.0,"{'latitude': '41.752811022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.579676923'}",1853416.0,41.752811022,9.0,1189895.0,-87.579676923,188.0,22538.0,39.0
JG119817,2023-01-16T23:00:00.000,007XX N CAMPBELL AVE,ROBBERY,03,ARMED - HANDGUN,26,SIDEWALK,N,1221,031A,N,49.0,"{'latitude': '41.895041051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.689286236'}",1905001.0,41.895041051,24.0,1159598.0,-87.689286236,545.0,21184.0,25.0
JF316883,2022-06-24T15:30:00.000,002XX W MONTROSE HARBOR DR,THEFT,06,OVER $500,46,BAR OR TAVERN,N,1915,0810,N,,,,,,,,,,
JG100836,2023-01-01T15:54:00.000,074XX S RACINE AVE,BATTERY,08B,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",17,PARKING LOT / GARAGE (NON RESIDENTIAL),N,733,0454,Y,31.0,"{'latitude': '41.758331912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.653941271'}",1855259.0,41.758331912,17.0,1169615.0,-87.653941271,408.0,22257.0,66.0
JG122183,2023-01-16T10:30:00.000,036XX S PRAIRIE AVE,THEFT,06,OVER $500,3,RESIDENCE,N,212,0810,N,9.0,"{'latitude': '41.828478959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.620493405'}",1880894.0,41.828478959,12.0,1178529.0,-87.620493405,222.0,4301.0,1.0
JG179421,2023-03-08T11:45:00.000,001XX S CLARK ST,DECEPTIVE PRACTICE,11,CREDIT CARD FRAUD,42,RESTAURANT,N,112,1150,N,36.0,"{'latitude': '41.879890416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.630832031'}",1899605.0,41.879890416,22.0,1175558.0,-87.630832031,92.0,14311.0,38.0
JG223437,2023-03-15T15:00:00.000,041XX W PARKER AVE,DECEPTIVE PRACTICE,10,COUNTERFEIT CHECK,31,OTHER (SPECIFY),N,2524,1122,N,17.0,"{'latitude': '41.930837442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.729814347'}",1917965.0,41.930837442,7.0,1148472.0,-87.729814347,107.0,22615.0,23.0
JG178564,2023-03-08T14:00:00.000,002XX W 87TH ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,21,PARKING LOT / GARAGE (NON RESIDENTIAL),N,622,0910,N,13.0,"{'latitude': '41.736126864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.629184056'}",1847222.0,41.736126864,18.0,1176436.0,-87.629184056,1.0,21554.0,40.0
JG179268,2023-03-08T16:30:00.000,013XX W ESTES AVE,BURGLARY,05,UNLAWFUL ENTRY,49,APARTMENT,N,2423,0620,N,5.0,"{'latitude': '42.011596031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.663877596'}",1947527.0,42.011596031,3.0,1166184.0,-87.663877596,66.0,21853.0,10.0
JG178257,2023-03-08T10:45:00.000,046XX N BROADWAY,BATTERY,08B,SIMPLE,46,SIDEWALK,N,1914,0460,N,39.0,"{'latitude': '41.967004323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.658498114'}",1931289.0,41.967004323,37.0,1167774.0,-87.658498114,241.0,22616.0,31.0
